Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,4 - Low,APPS-14997,22435944,[APPSDEV-319] Invalid characters in the main resource properties,TFortin,TFortin,Resolved,APPS 4.7,,,,,,,,,APPS 4.4.1,APPS 4.6,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,7.4.0.10,22/Sep/2017 03:37 PM,Fixed
Defect,3 - Medium,APPS-14995,22435924,Product table is not on the Maintenance Screen,NBrennan,NBrennan,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,Administration ,,,,,,,,,,,,,,,7.3.1,22/Sep/2017 11:29 AM,Won't Fix
Defect,3 - Medium,APPS-14994,22435872,[SANA-5] - Customer Email info does not appear in SAR details,,anuballa,Closed,,,,,,,,,,APPS 3.2,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,N/A,21/Sep/2017 09:59 PM,Duplicate
Defect,3 - Medium,APPS-14993,22435779,[APPSDEV-174] [FTB-239] - Error when attempting to unlink an employee from a case,,anuballa,Closed,,,,,,,,,,APPS 3.2,,,,,,,,,,,Investigator - Employees,,,,,,,,,,,,,,,N/A,20/Sep/2017 10:08 PM,Project Config Issue
Defect,3 - Medium,APPS-14992,22435716,[APPSDEV-223] CDD - No ACQ_BATCH_PROCESS entries for Periodic Rescore Job,MPDarley,MPDarley,Resolved,APPS 4.7,,,,,,,,,APPS 4.1,,,,,,,,,,,CDD Scoring,,,,,,,,,,,,,,,7.1.1.6,20/Sep/2017 04:12 PM,Fixed
Defect,3 - Medium,APPS-14991,22435636,"[EUS000214-116]When the alert status is “suspected”, still we are displaying “Match” button Key Matching Information and Active Batch Results page",,santharampothiraj,Rejected,,,,,,,,,,APPS 4.4.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.3.1.6,19/Sep/2017 08:07 PM,Won't Fix
Defect,3 - Medium,APPS-14990,22435441,[PLAT-21828][APPSDEV-70] CDD - Editing Risk Level changes EDD flag to N,KYadav,MPDarley,Assigned,,,,,,,,,,APPS 4.1,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,7.1.1.6,15/Sep/2017 02:56 PM,
Defect,3 - Medium,APPS-14988,22435411,[APPSDEV-1576] Comments field on Connected_Party data file should it have the usage of EIM Framework,NBrennan,NBrennan,Resolved,APPS 4.8,,,,,,,,,APPS 4.6,,,,,,,,,,,Acquisition and IFS,,,,,,,,,,,,,,,APPS 4.6,15/Sep/2017 10:14 AM,Fixed
Defect,3 - Medium,APPS-14987,22435384,[APPSDEV-164][SANA-5] - Customer Email info does not appear in SAR details,,KYalamarthi,Closed,APPS 4.7,,,,,,,,,APPS 4.4.0.1,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,N/A,14/Sep/2017 09:38 PM,Fixed
Defect,2 - High,APPS-14984,22435322,30_extend_cat_AAM.sql file Table space and Index space are commented in release package,RJackowiak,RJackowiak,Resolved,APPS 4.7,,,,,,,,,APPS 4.6,,,,,,,,,,,Build Delivery and Build Notes ,,,,,,,,,,,,,,,APPS_4.6.0 core 7.4.0.9,14/Sep/2017 09:35 AM,Fixed
Defect,3 - Medium,APPS-14983,22435278,CLONE - [BAE546] Please provide documentation for the Commentary Tab questions below,JLalor,jacquelynperrotti,New,,,,,,,,,,APPS 4.4.0.1,,,,,,,,,,,Investigator - Notifications,,,,,,,,,,,,,,,7.2.1.26,13/Sep/2017 04:06 PM,
Defect,Uncategorised,APPS-14981,22435276,CLONE - [393B] Military time appears on case search accessed via linking case to minor group,JLalor,jjimenez,New,,,,,,,,,,APPS 4.4.0.1,,,,,,,,,,,Investigator - Minor Groups,,,,,,,,,,,,,,,7.2.1.26,13/Sep/2017 03:04 PM,
Defect,3 - Medium,APPS-14980,22435264,Associated Party Screens do not use subject category values as expected,JLalor,CToland,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Associated Parties,Investigator - Connected Parties,,,,,,,,,,,,,,APPS 4.5,13/Sep/2017 01:35 PM,
Defect,3 - Medium,APPS-14979,22435138,[APPSDEV-52]Rename BusinessSegment1 field for Customers dbSpec,PMenendez,PMenendez,Resolved,APPS 4.7,,,,,,,,,APPS 4.4,,,,,,,,,,,CDD Scoring,,,,,,,,,,,,,,,7.2.1.50,12/Sep/2017 09:52 AM,Fixed
Defect,3 - Medium,APPS-14977,22435069,"WLM S&P, Confirm action does not update Customer_Dynamic.PEP_Type",,EShirley,Rejected,APPS 4.6.0.1,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Workflow,WLM Investigation,,,,,,,,,,,,,,7.4.0.9,11/Sep/2017 12:49 PM,Duplicate
Defect,2 - High,APPS-14976,22435035, 30_extend_cat_AAM.sql file Table space and Index space are commented in release package,,GKodi,Closed,APPS 4.6.0.1,,,,,,,,,APPS 4.6,,,,,,,,,,,Build Delivery and Build Notes ,,,,,,,,,,,,,,,APPS_4.6.0 core 7.4.0.9,11/Sep/2017 07:52 AM,Fixed
Defect,3 - Medium,APPS-14974,22434898,SMBD logic to populate Alert Description needs to be corrected,RJackowiak,RJackowiak,Resolved,APPS 4.7,,,,,,,,,APPS 4.6,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,APPS-D_4.6.0.0d-a2020,08/Sep/2017 08:49 AM,Fixed
Defect,4 - Low,APPS-14973,22434831,CLONE - Update Alert Prefix from ASM to A,RJackowiak,RJackowiak,Resolved,APPS 4.7,,,,,,,,,APPS 4.6,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,APPS-D_4.6.0.0d-a2020,07/Sep/2017 02:02 PM,Fixed
Defect,3 - Medium,APPS-14971,22434630,[APPSDEV-47]CDD Risc Score Update - Connected Party Fingerprinting,KRotter,KRotter,Resolved,APPS 4.7,,,,,,,,,APPS 4.4,APPS 4.6,,,,,,,,,,CDD Scoring,,,,,,,,,,,,,,,7.4.0.9,06/Sep/2017 01:33 PM,Fixed
Defect,3 - Medium,APPS-14970,22434558,[PLAT-21642] CLONE - External Alert Details Screen Field permission Issue,LKonieczka,RSatoor,Assigned,,,,,,,,,,APPS 4.3,,,,,,,,,,,Investigator - Alerts,,,,,,,,,,,,,,,7.3.1.6,06/Sep/2017 06:32 AM,
Defect,3 - Medium,APPS-14968,22434446,No data for CDD-Customer Acceptance manual alerts in ALERT_DETAILS_CDD table,jpolanska,jpolanska,Rejected,,,,,,,,,,APPS 4.4,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,7.2.1.49,05/Sep/2017 09:33 AM,Not an issue
Defect,3 - Medium,APPS-14967,22434406,[APPSDEV-48] Counterparties not being displayed in Case Details screen,MBourke,MBourke,Resolved,APPS 4.8,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,4.6.0.0 rc build,04/Sep/2017 04:01 PM,Fixed
Defect,4 - Low,APPS-14966,22434403,User Agent text box too large on Web Events search screen,MMalkowski,MBourke,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,None,,,,,,,,,,,,,,,4.6.0.0 rc build,04/Sep/2017 03:54 PM,
Defect,3 - Medium,APPS-14965,22434402,[PLAT-21564] Case Print dialog returns blank screen,,MBourke,Closed,APPS 4.6.0.1,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,4.6.0.0 rc build,04/Sep/2017 03:46 PM,Fixed
Defect,3 - Medium,APPS-14964,22434299,V_SM_ACCOUNT_UPDATE view supports one-orgunit processing only,KBaranowski,SSzarkowicz,New,,,,,,,,,,APPS 4.4,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,7.2,04/Sep/2017 09:38 AM,
Defect,3 - Medium,APPS-14963,22434259,[FID-807]  Information in box 51 not appearing in eFile,,pbaumann,Closed,,,,,,,,,,APPS 2.3,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,5.8.0.4,01/Sep/2017 09:44 PM,Not an issue
Defect,3 - Medium,APPS-14961,22434216,"CLONE - Change Case Type button erases the Due Date each time used (FRDDC, FRDIF, FRDCHECK)",TKazmierczak,TKazmierczak,Resolved,APPS 4.6.0.1,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,7.2.1.45,01/Sep/2017 10:03 AM,Fixed
Defect,4 - Low,APPS-14959,22434161,"no character limit for ""score"" field in ""create alert""",JLalor,mstaszak,New,,,,,,,,,,APPS 4.4,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,7.2.1.50,31/Aug/2017 02:05 PM,
Defect,3 - Medium,APPS-14957,22434071,Card ID configured incorrectly on Transaction details screen,,HHarasid,Closed,,,,,,,,,,APPS 4.6,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,"APPS_4.6.0.0-qa41,  7.4.0.9",30/Aug/2017 02:26 PM,Not an issue
Defect,Uncategorised,APPS-14956,22434069,Case Age column's Interactive Filter is NOT defined as Range,HHarasid,HHarasid,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,"APPS_4.6.0.0-qa41,  7.4.0.9",30/Aug/2017 02:13 PM,Complete
Defect,Uncategorised,APPS-14955,22434067,Alert Details > Account and Case entities' columns values are not right aligned.,ATomaszewska,HHarasid,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,"APPS_4.6.0.0-qa41,  7.4.0.9",30/Aug/2017 02:03 PM,
Defect,4 - Low,APPS-14954,22434060,Proper Error message not displayed while assigning DOEP case,,GKodi,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,FinCEN CTR Solution,,,,,,,,,,,,,,,AMLSMBD_4.6.0.0-a243,30/Aug/2017 01:26 PM,
Defect,3 - Medium,APPS-14953,22434057,CTR Alert investigator user do not have permission to create a case,,GKodi,Closed,,,,,,,,,,APPS 4.6,,,,,,,,,,,FinCEN CTR Solution,,,,,,,,,,,,,,,AMLSMBD_4.6.0.0-a243,30/Aug/2017 01:14 PM,Duplicate
Defect,3 - Medium,APPS-14952,22433989,APPS 4.6 RC build manual installation failed with DUX included package,,GKodi,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,Installation,,,,,,,,,,,,,,,APPS_4.6.0.0-a256,30/Aug/2017 06:34 AM,Fixed
Defect,3 - Medium,APPS-14948,22433855,[UPGRDE_PATH] Drop Index,LKonieczka,LKonieczka,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,Database ,,,,,,,,,,,,,,,4.6,28/Aug/2017 02:14 PM,Done
Defect,3 - Medium,APPS-14947,22433853,[UPGRADE_PATH] Customer.Complex_Structure,LKonieczka,LKonieczka,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,Database ,,,,,,,,,,,,,,,4.6,28/Aug/2017 02:05 PM,Won't Fix
Defect,3 - Medium,APPS-14945,22433773,Missing index on TRANSACTION.RUN_TIMESTAMP,,MMalkowski,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Transactions,,,,,,,,,,,,,,,4.6,25/Aug/2017 12:09 PM,Fixed
Defect,3 - Medium,APPS-14944,22433767,[APPSDEV-351] WW_* columns not populated for the External Alerts,,MKolaczkowski,Closed,APPS 4.7,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Alerts,,,,,,,,,,,,,,,4.6,25/Aug/2017 11:30 AM,Fixed
Defect,3 - Medium,APPS-14946,22433485,Inactive alerts are not allowed to perform Add Document action,HMTalib,HMTalib,Rejected,,,,,,,,,,APPS 4.4,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.2.1.37,22/Aug/2017 09:47 AM,Cannot Reproduce
Defect,Uncategorised,APPS-14937,22433483,Customer - CDD Risk tab - Screen alignment issue,MMalkowski,IGnusowska,New,,,,,,,,,,APPS 4.1,,,,,,,,,,,Investigator - Customers/Subjects,,,,,,,,,,,,,,,"apps.version=4.1.0; core.version=7.1.1.6",22/Aug/2017 09:24 AM,
Defect,3 - Medium,APPS-14936,22433331,CLONE - [BAE638]‘Transacted By’ will never be the business.,RJackowiak,mbenitog,Assigned,,,,,,,,,,APPS 4.4.0.1,,,,,,,,,,,FinCEN CTR Solution,,,,,,,,,,,,,,,7..2.1.26,18/Aug/2017 07:15 PM,
Defect,4 - Low,APPS-14932,22433230, EGB001441-809,ATomaszewska,IGnusowska,New,,,,,,,,,,APPS 4.1,,,,,,,,,,,Administration ,,,,,,,,,,,,,,,7.1,17/Aug/2017 02:21 PM,
Defect,3 - Medium,APPS-14931,22433221,New major errors found in the norkom.log,,HHarasid,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,Installation,,,,,,,,,,,,,,,"APPS_4.6.0.0-a240, 7.4.0.6 ",17/Aug/2017 12:06 PM,Cannot Reproduce
Defect,3 - Medium,APPS-14928,22432967,WLM Confirm Workflow Action adds too many entries to the Customer Audit Log,DCooper,EShirley,New,,,,,,,,,,APPS 4.4,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.2.1.32,14/Aug/2017 03:15 PM,
Defect,3 - Medium,APPS-14925,22432810,Product_Name column on Product table is nullable vs IFS specified as Mandatory ,MRatajczyk,RSatoor,Assigned,,,,,,,,,,APPS 4.3,,,,,,,,,,,Database ,,,,,,,,,,,,,,,7.3.1.6,11/Aug/2017 05:32 AM,
Defect,4 - Low,APPS-14924,22432801,Default string not populated for Cash Other Specification field.,,JVanAms,Closed,APPS 4.7,,,,,,,,,APPS 4.4.0.1,,,,,,,,,,,FinCEN CTR Solution,,,,,,,,,,,,,,,vml-1098,10/Aug/2017 11:01 PM,Fixed
Defect,3 - Medium,APPS-14923,22432799,CTR validation rule should check unique combo of tin+tintype instead of just tin,JLalor,JVanAms,New,,,,,,,,,,APPS 4.4.0.1,,,,,,,,,,,FinCEN CTR Solution,,,,,,,,,,,,,,,vml-1098,10/Aug/2017 10:49 PM,
Defect,3 - Medium,APPS-14922,22432787,"CLONE - WLM Exception List Workflow Action contains ""<cm>"" or ""\n""",danielkopeinig,danielkopeinig,Resolved,APPS 4.6,,,,,,,,,APPS 4.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,7.2.0.15,10/Aug/2017 09:06 PM,Fixed
Defect,3 - Medium,APPS-14920,22432765,Most search screens cache,JLalor,HGough,New,,,,,,,,,,APPS 4.0,APPS 4.1,APPS 4.2,APPS 4.4,APPS 4.5,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,0.2,10/Aug/2017 02:15 PM,
Defect,3 - Medium,APPS-14917,22432703,"CLONE - Deleted_Flag column, Connected_Parties table issue",,RSatoor,Closed,,,,,,,,,,APPS 4.3,,,,,,,,,,,Acquisition and IFS,Database ,,,,,,,,,,,,,,7.3.1.6,10/Aug/2017 04:38 AM,Configuration Issue
Defect,3 - Medium,APPS-14913,22432647,Associated Information screen - Passport Pop-up displays null for Issued On and Expires On fields.,MMalkowski,NBrennan,In Progress,,,,,,,,,,APPS 4.5,,,,,,,,,,,Investigator - Associated Information ,,,,,,,,,,,,,,,7.3.1,09/Aug/2017 10:27 AM,
Defect,4 - Low,APPS-14909,22432542,WLM: Individual Score Details export data not displayed correctly,EFitzgerald,GKodi,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,AMLSMBD_4.6.0.0-a226,08/Aug/2017 07:05 AM,
Defect,3 - Medium,APPS-14907,22432537,WLM : System Error displayed while creating Note with more than 4000 characters,,GKodi,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,AMLSMBD_4.6.0.0-a226,08/Aug/2017 05:32 AM,Duplicate
Defect,3 - Medium,APPS-14905,22432533,System error displayed while assigning the Cases from Related Cases popup,,GKodi,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,AMLSMBD_4.6.0.0-a226,08/Aug/2017 04:38 AM,Duplicate
Defect,2 - High,APPS-14903,22432468,"WLM : System error displayed on clicking on ""Match Data""  column heading",,GKodi,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,AMLSMBD_4.6.0.0-a226,07/Aug/2017 07:56 AM,Duplicate
Defect,4 - Low,APPS-14901,22432428,[CasperJs]EIM/Screens/EIM/Screens/012 EIM__iTransactionSummaryDetails ,TKazmierczak,NSinha,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,CasperJS Tests,,,,,,,,,,,,,,,7.4.0.4,04/Aug/2017 02:52 PM,
Defect,3 - Medium,APPS-14900,22432427,DB2 EIM__PersonalAssociatedParty_Details screen throwing error,NSinha,NSinha,Resolved,APPS 4.7,,,,,,,,,APPS 4.6,,,,,,,,,,,CasperJS Tests,,,,,,,,,,,,,,,7.4.0.4,04/Aug/2017 02:46 PM,Fixed
Defect,3 - Medium,APPS-14899,22432426,EIM/Screens/ 001 and 024 Send  Email Issue,NSinha,NSinha,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,CasperJS Tests,,,,,,,,,,,,,,,7.4.0.4,04/Aug/2017 02:38 PM,Not an issue
Defect,3 - Medium,APPS-14898,22432418,[CasperJs]  EIM workflows - click link  in Matching Associated Party,KWeclewski,KWeclewski,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,AML Correspondent Banking Detection,AML Correspondent Banking Investigation,CasperJS Tests,,,,,,,,,,,,,4.6.0.0-a228,04/Aug/2017 01:27 PM,Won't Fix
Defect,2 - High,APPS-14895,22432254,DB2 :Error displayed while navigating to Network tab in Alerts and Case details,,GKodi,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,APPS_4.6.0.0-qa19,03/Aug/2017 10:30 AM,Fixed
Defect,Uncategorised,APPS-14894,22432248,Alert Details > Filter Commentary > Search Term > oversized textbox.,,HHarasid,Closed,APPS 4.6,,,,,,,,,APPS 4.4,APPS 4.6,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,"APPS_4.6.0.0-qa19,  7.4.0.4 ",03/Aug/2017 10:04 AM,Won't Fix
Defect,4 - Low,APPS-14893,22432239,Case/Alert Filter Commentary > search's checkboxes are not working accurately after you click on Clear button,JLalor,HHarasid,New,,,,,,,,,,APPS 4.4,APPS 4.6,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,"APPS_4.6.0.0-qa19,  7.4.0.4 ",03/Aug/2017 08:51 AM,
Defect,3 - Medium,APPS-14891,22432053,link entity to current alert requires additional functions on f level,MMalkowski,LKonieczka,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,Investigator - Workflow,,,,,,,,,,,,,,,APPS 4.6,01/Aug/2017 12:33 PM,
Defect,2 - High,APPS-14889,22431993,CLONE - Paging for Wire Matches not working,,davidlacey,Rejected,,,,,,,,,,APPS 3.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,6.7.2.3,31/Jul/2017 02:31 PM,Core Product Issue
Defect,3 - Medium,APPS-14888,22431788,BigData with compliance  verticals: System Error is displayed on clicking on Relatime Alerts,,GKodi,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,4.6.0.0-a222,28/Jul/2017 08:23 AM,Fixed
Defect,4 - Low,APPS-14887,22431784,Fincen SAR 2012 - Missing Reason in Audit Log for Disclosure added to Batch E-File,JLalor,NWMohdPuzi,New,,,,,,,,,,APPS 4.4,APPS 4.6,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,AMLSMBD_4.6.0.0-a222,28/Jul/2017 07:03 AM,
Defect,3 - Medium,APPS-14885,22431730,missing FinCEN classes in  CONFIGURATION_OBJECTS table,MMalkowski,LKonieczka,Verified,APPS 4.6,,,,,,,,,APPS 4.4,APPS 4.5,APPS 4.6,,,,,,,,,None,,,,,,,,,,,,,,,APPS 4.6,27/Jul/2017 11:00 AM,Fixed
Defect,4 - Low,APPS-14882,22431552,CasperJS - CDD Test Suite,NSinha,DCooper,Resolved,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,CasperJS Tests,,,,,,,,,,,,,,,4.6,26/Jul/2017 12:27 AM,Fixed
Defect,4 - Low,APPS-14881,22431551,CasperJS - WLM test suite,TKazmierczak,DCooper,Verified,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,CasperJS Tests,,,,,,,,,,,,,,,4.6,25/Jul/2017 11:48 PM,Fixed
Defect,3 - Medium,APPS-14880,22431459,Default value of validateAcknowledgement property for workflow action DFIN_UploadAcknowledgment is set to false,,GKodi,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,AMLSMBD_4.6.0.0-a215,25/Jul/2017 08:53 AM,Fixed
Defect,3 - Medium,APPS-14878,22431190,CDD Alert Details population is missing,,HHarasid,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,"AMLSMBD_4.6.0.0-a215, 7.4.0.1, ",21/Jul/2017 12:37 PM,Environmental Issue
Defect,3 - Medium,APPS-14877,22431153,AML user should not have access to CDD Doamins in Search Screens,,HHarasid,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,"AMLSMBD_4.6.0.0-a215, 7.4.0.1, ",21/Jul/2017 10:12 AM,Won't Fix
Defect,4 - Low,APPS-14876,22431130,View/Edit screen not brought into view when View/Edit button on Involved Person is clicked in CTR Alert,,AMcGlone,Closed,APPS 4.7,,,,,,,,,APPS 4.6,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,7.4.0.1,21/Jul/2017 07:34 AM,Won't Fix
Defect,4 - Low,APPS-14874,22431039,Fincen SAR 2012-Step E:Subjects-Corporate Customer-Validation error for 'Suffix' and 'Middle Name/Middle Initial' are displayed beside 'First Name' text field,,NWMohdPuzi,Closed,APPS 4.7,,,,,,,,,APPS 4.4,APPS 4.6,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,APPS_4.6.0.0-qa14,20/Jul/2017 07:51 AM,Not an issue
Defect,4 - Low,APPS-14873,22431038,Fincen SAR 2012-Step E:Subjects-Personal Details for Subject is overlapped with the section's border line,NWMohdPuzi,NWMohdPuzi,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,APPS_4.6.0.0-qa14,20/Jul/2017 07:40 AM,Cannot Reproduce
Defect,3 - Medium,APPS-14871,22430951,WLM Alert Generation Error found in Acquisition Log (norkomACQ.log) for Build Installation,,KYong,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,Build Delivery and Build Notes ,,,,,,,,,,,,,,,"APPS_4.6.0.0-qa15, APPS_4.6.0.0-qa14",19/Jul/2017 06:41 AM,Cannot Reproduce
Defect,4 - Low,APPS-14870,22430948,FinCEN SAR 2012 - No record return in the Audit Log when performed Search using Action dropdown for Edit Action ,HAng,HAng,Rejected,,,,,,,,,,APPS 4.4,APPS 4.6,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,"http://vml-0538:9080/netreveal/ (APPS_4.6.0.0-qa14, 7.4.0.1)",19/Jul/2017 04:37 AM,Cannot Reproduce
Defect,4 - Low,APPS-14869,22430947,"Fincen SAR 2012- No Audit log records displayed for ""Disclosure Added to Batch E-File"" action",JLalor,NWMohdPuzi,New,,,,,,,,,,APPS 4.4,APPS 4.6,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,APPS_4.6.0.0-qa14,19/Jul/2017 03:51 AM,
Defect,3 - Medium,APPS-14868,22430946,[APPSDEV-133] [PLAT-21468] Fincen SAR 2012- System prompt error message when click on E file ID,,NWMohdPuzi,Closed,APPS 4.7,,,,,,,,,APPS 4.6,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,APPS_4.6.0.0-qa14,19/Jul/2017 03:28 AM,Duplicate
Defect,Uncategorised,APPS-14867,22430789,FinCEN SAR 2012 - Additional record is displayed in the Audit Log after Correct/Amend action is performed ,HAng,HAng,Rejected,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,"http://vml-0538:9080/netreveal/ (APPS_4.6.0.0-a8,7.4.0.0-a15)",17/Jul/2017 10:41 AM,Not an issue
Defect,4 - Low,APPS-14866,22430767,[ APPSDEV-133] [PLAT-21468] Error message displayed while performing search with Disclosure ID,,GKodi,Closed,APPS 4.7,,,,,,,,,APPS 4.6,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,APPS_4.6.0.0-a8,17/Jul/2017 08:22 AM,Duplicate
Defect,3 - Medium,APPS-14865,22430589,Group Work-All Alert-Duplicate status in status dropdown of Supplementary Attributes Section,EFitzgerald,KYong,New,,,,,,,,,,APPS 4.6,,,,,,,,,,,Fraud - Payment Fraud Investigation,,,,,,,,,,,,,,,APPS_4.6.0.0-a4,13/Jul/2017 09:26 AM,
Defect,3 - Medium,APPS-14864,22430584,Unable to Link Transaction for Manual Check Alert,KYong,KYong,Rejected,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,Fraud - Manual Check Fraud Investigation,,,,,,,,,,,,,,,APPS_4.6.0.0-a4,13/Jul/2017 08:13 AM,Duplicate
Defect,Uncategorised,APPS-14863,22430581,Alert Description tab not maximized for Payment Fraud-Manual Check: Alert Details,KYong,KYong,Rejected,,,,,,,,,,APPS 4.6,,,,,,,,,,,Fraud - Manual Check Fraud Investigation,,,,,,,,,,,,,,,APPS_4.6.0.0-a4,13/Jul/2017 07:45 AM,Won't Fix
Defect,3 - Medium,APPS-14862,22430467,"Step G: Blank page is displayed on performing export action in ""Copied Transactions"" section",,GKodi,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,APPS_4.6.0.0-a8,12/Jul/2017 08:45 AM,Fixed
Defect,3 - Medium,APPS-14861,22430463,DB2:CFG-42501- CFG-42501 error displayed while copying selected subjects to SAR in disclosure step E,,GKodi,Closed,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,APPS_4.6.0.0-a8,12/Jul/2017 08:20 AM,Fixed
Defect,3 - Medium,APPS-14860,22430352,Errors found in Norkom Log (norkom.log) for Build Installation,KYong,KYong,Rejected,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,Build Delivery and Build Notes ,,,,,,,,,,,,,,,APPS_4.6.0.0-a8,11/Jul/2017 11:19 AM,Won't Fix
Defect,3 - Medium,APPS-14859,22430351,Errors found in Acquisition Log (norkomACQ.log) for Build Installation,KYong,KYong,Rejected,APPS 4.6,,,,,,,,,APPS 4.6,,,,,,,,,,,Build Delivery and Build Notes ,,,,,,,,,,,,,,,APPS_4.6.0.0-a8,11/Jul/2017 11:08 AM,Duplicate
